"SESSION_ID","CONSUMED_QUANTITY","DESCRIPTION"
43100001487,36.0000,LSHFO 0.5
43100001487,0.0000,LSMGO 0.5
43100001489,0.0000,VLSHFO 0.1
43100001489,36.0000,LSHFO 0.5
43100001489,0.0000,LSMGO 0.5
43100001491,0.0000,VLSHFO 0.1
43100001491,36.0000,LSHFO 0.5
43100001491,0.0000,LSMGO 0.5
43100001493,0.0000,VLSHFO 0.1
43100001493,36.0000,LSHFO 0.5
43100001493,0.0000,LSMGO 0.5
43100001495,0.0000,VLSHFO 0.1
43100001495,40.0000,LSHFO 0.5
43100001495,0.0000,LSMGO 0.5
43100001498,0.0000,VLSHFO 0.1
43100001498,51.0000,LSHFO 0.5
43100001498,0.0000,LSMGO 0.5
43100001500,0.0000,VLSHFO 0.1
43100001500,40.0000,LSHFO 0.5
43100001500,0.0000,LSMGO 0.5
43100001502,0.0000,VLSHFO 0.1
43100001502,56.0000,LSHFO 0.5
43100001502,0.0000,LSMGO 0.5
43100001504,0.0000,VLSHFO 0.1
43100001504,50.0000,LSHFO 0.5
43100001504,0.0000,LSMGO 0.5
43100001506,0.0000,VLSHFO 0.1
43100001506,50.0000,LSHFO 0.5
43100001506,0.0000,LSMGO 0.5
43100001508,0.0000,VLSHFO 0.1
43100001508,55.0000,LSHFO 0.5
43100001508,0.0000,LSMGO 0.5
43100001510,0.0000,VLSHFO 0.1
43100001510,55.0000,LSHFO 0.5
43100001510,0.0000,LSMGO 0.5
43100001512,0.0000,VLSHFO 0.1
43100001512,55.0000,LSHFO 0.5
43100001512,0.0000,LSMGO 0.5
43100001514,0.0000,VLSHFO 0.1
43100001514,50.0000,LSHFO 0.5
43100001514,0.0000,LSMGO 0.5
43100001516,0.0000,VLSHFO 0.1
43100001516,50.0000,LSHFO 0.5
43100001516,0.0000,LSMGO 0.5
43100001518,0.0000,VLSHFO 0.1
43100001518,40.0000,LSHFO 0.5
43100001518,0.0000,LSMGO 0.5
43100001520,0.0000,VLSHFO 0.1
43100001520,50.0000,LSHFO 0.5
43100001520,0.0000,LSMGO 0.5
43100001522,0.0000,VLSHFO 0.1
43100001522,48.0000,LSHFO 0.5
43100001522,0.0000,LSMGO 0.5
43100001524,0.0000,VLSHFO 0.1
43100001524,56.0000,LSHFO 0.5
43100001524,0.0000,LSMGO 0.5
43100001526,0.0000,VLSHFO 0.1
43100001526,55.0000,LSHFO 0.5
43100001526,0.0000,LSMGO 0.5
43100001528,0.0000,VLSHFO 0.1
43100001528,36.0000,LSHFO 0.5
43100001528,0.0000,LSMGO 0.5
43100001530,0.0000,VLSHFO 0.1
43100001530,46.0000,LSHFO 0.5
43100001530,0.0000,LSMGO 0.5
43100001532,0.0000,VLSHFO 0.1
43100001532,36.0000,LSHFO 0.5
43100001532,0.0000,LSMGO 0.5
43100001534,0.0000,VLSHFO 0.1
43100001534,36.0000,LSHFO 0.5
43100001534,0.0000,LSMGO 0.5
43100001536,0.0000,VLSHFO 0.1
43100001536,46.0000,LSHFO 0.5
43100001536,0.0000,LSMGO 0.5
43100001538,0.0000,VLSHFO 0.1
43100001538,46.0000,LSHFO 0.5
43100001538,0.0000,LSMGO 0.5
43100001543,0.0000,VLSHFO 0.1
43100001543,46.0000,LSHFO 0.5
43100001543,0.0000,LSMGO 0.5
43100001550,0.0000,VLSHFO 0.1
43100001550,36.0000,LSHFO 0.5
43100001550,0.0000,LSMGO 0.5
43100001552,0.0000,VLSHFO 0.1
43100001552,36.0000,LSHFO 0.5
43100001552,0.0000,LSMGO 0.5
43100001554,0.0000,VLSHFO 0.1
43100001554,36.0000,LSHFO 0.5
43100001554,0.0000,LSMGO 0.5
43100001556,0.0000,VLSHFO 0.1
43100001556,30.0000,LSHFO 0.5
43100001556,0.0000,LSMGO 0.5
43100001575,0.0000,VLSHFO 0.1
43100001575,0.0000,LSHFO 0.5
43100001575,0.0000,LSMGO 0.5
43100001583,0.0000,VLSHFO 0.1
43100001583,2.0000,LSHFO 0.5
43100001583,0.0000,LSMGO 0.5
43100001587,0.0000,VLSHFO 0.1
43100001587,2.0000,LSHFO 0.5
43100001587,0.0000,LSMGO 0.5
43100001591,0.0000,VLSHFO 0.1
43100001591,0.0000,LSHFO 0.5
43100001591,0.0000,LSMGO 0.5
43100001600,0.0000,VLSHFO 0.1
43100001600,24.0000,LSHFO 0.5
43100001600,0.0000,LSMGO 0.5
43100001602,0.0000,VLSHFO 0.1
43100001602,56.0000,LSHFO 0.5
43100001602,0.0000,LSMGO 0.5
43100001604,0.0000,VLSHFO 0.1
43100001604,36.0000,LSHFO 0.5
43100001604,0.0000,LSMGO 0.5
43100001611,0.0000,VLSHFO 0.1
43100001611,2.0000,LSHFO 0.5
43100001611,0.0000,LSMGO 0.5
43100001616,0.0000,VLSHFO 0.1
43100001616,2.0000,LSHFO 0.5
43100001616,0.0000,LSMGO 0.5
43100001620,0.0000,VLSHFO 0.1
43100001620,2.0000,LSHFO 0.5
43100001620,0.0000,LSMGO 0.5
43100001652,0.0000,VLSHFO 0.1
43100001652,3.3000,LSHFO 0.5
43100001652,0.0000,LSMGO 0.5
43100001657,0.0000,VLSHFO 0.1
43100001657,0.0000,LSHFO 0.5
43100001657,0.0000,LSMGO 0.5
43100001659,0.0000,VLSHFO 0.1
43100001659,0.0000,LSHFO 0.5
43100001659,0.0000,LSMGO 0.5
43100001663,0.0000,VLSHFO 0.1
43100001663,2.0000,LSHFO 0.5
43100001663,0.0000,LSMGO 0.5
43100001667,0.0000,VLSHFO 0.1
43100001667,0.0000,LSHFO 0.5
43100001667,0.0000,LSMGO 0.5
43100001672,0.0000,VLSHFO 0.1
43100001672,8.7000,LSHFO 0.5
43100001672,0.0000,LSMGO 0.5
43100001676,0.0000,VLSHFO 0.1
43100001676,0.0000,LSHFO 0.5
43100001676,0.0000,LSMGO 0.5
43100001680,0.0000,VLSHFO 0.1
43100001680,1.0000,LSHFO 0.5
43100001680,0.0000,LSMGO 0.5
43100001684,0.0000,VLSHFO 0.1
43100001684,30.0000,LSHFO 0.5
43100001684,0.0000,LSMGO 0.5
43100001686,0.0000,VLSHFO 0.1
43100001686,45.0000,LSHFO 0.5
43100001686,0.0000,LSMGO 0.5
43100001688,0.0000,VLSHFO 0.1
43100001688,47.0000,LSHFO 0.5
43100001688,0.0000,LSMGO 0.5
43100001690,0.0000,VLSHFO 0.1
43100001690,2.0000,LSHFO 0.5
43100001690,0.0000,LSMGO 0.5
43100001700,0.0000,VLSHFO 0.1
43100001700,0.4000,LSHFO 0.5
43100001700,0.0000,LSMGO 0.5
43100001704,0.0000,VLSHFO 0.1
43100001704,0.0000,LSHFO 0.5
43100001704,0.0000,LSMGO 0.5
43100001706,0.0000,VLSHFO 0.1
43100001706,0.0000,LSHFO 0.5
43100001706,0.0000,LSMGO 0.5
43100001708,0.0000,VLSHFO 0.1
43100001708,0.0000,LSHFO 0.5
43100001708,0.0000,LSMGO 0.5
43100001712,0.0000,VLSHFO 0.1
43100001712,4.0000,LSHFO 0.5
43100001712,0.0000,LSMGO 0.5
43100001716,0.0000,VLSHFO 0.1
43100001716,0.0000,LSHFO 0.5
43100001716,0.0000,LSMGO 0.5
43100001720,0.0000,VLSHFO 0.1
43100001720,2.2000,LSHFO 0.5
43100001720,0.0000,LSMGO 0.5
43100001724,0.0000,VLSHFO 0.1
43100001724,34.0000,LSHFO 0.5
43100001724,0.0000,LSMGO 0.5
43100001726,0.0000,VLSHFO 0.1
43100001726,36.0000,LSHFO 0.5
43100001726,0.0000,LSMGO 0.5
43100001728,0.0000,VLSHFO 0.1
43100001728,32.1000,LSHFO 0.5
43100001728,0.0000,LSMGO 0.5
43100001734,0.0000,VLSHFO 0.1
43100001734,0.1000,LSHFO 0.5
43100001734,0.0000,LSMGO 0.5
43100001738,0.0000,VLSHFO 0.1
43100001738,0.0000,LSHFO 0.5
43100001738,0.0000,LSMGO 0.5
43100001740,0.0000,VLSHFO 0.1
43100001740,0.0000,LSHFO 0.5
43100001740,0.0000,LSMGO 0.5
43100001744,0.0000,VLSHFO 0.1
43100001744,5.0000,LSHFO 0.5
43100001744,0.0000,LSMGO 0.5
43100001748,0.0000,VLSHFO 0.1
43100001748,0.0000,LSHFO 0.5
43100001748,0.0000,LSMGO 0.5
43100001752,0.0000,VLSHFO 0.1
43100001752,0.3000,LSHFO 0.5
43100001752,0.0000,LSMGO 0.5
43100001756,0.0000,VLSHFO 0.1
43100001756,3.0000,LSHFO 0.5
43100001756,0.0000,LSMGO 0.5
43100001758,0.0000,VLSHFO 0.1
43100001758,21.5000,LSHFO 0.5
43100001758,0.0000,LSMGO 0.5
43100001765,0.0000,VLSHFO 0.1
43100001765,1.7000,LSHFO 0.5
43100001765,0.0000,LSMGO 0.5
43100001769,0.0000,VLSHFO 0.1
43100001769,0.0000,LSHFO 0.5
43100001769,0.0000,LSMGO 0.5
43100001773,0.0000,VLSHFO 0.1
43100001773,3.0000,LSHFO 0.5
43100001773,0.0000,LSMGO 0.5
43100001777,0.0000,VLSHFO 0.1
43100001777,0.0000,LSHFO 0.5
43100001777,0.0000,LSMGO 0.5
43100001781,0.0000,VLSHFO 0.1
43100001781,4.0000,LSHFO 0.5
43100001781,0.0000,LSMGO 0.5
43100001785,0.0000,VLSHFO 0.1
43100001785,36.0000,LSHFO 0.5
43100001785,0.0000,LSMGO 0.5
43100001787,0.0000,VLSHFO 0.1
43100001787,46.0000,LSHFO 0.5
43100001787,0.0000,LSMGO 0.5
43100001789,0.0000,VLSHFO 0.1
43100001789,52.0000,LSHFO 0.5
43100001789,0.0000,LSMGO 0.5
43100001791,0.0000,VLSHFO 0.1
43100001791,51.0000,LSHFO 0.5
43100001791,0.0000,LSMGO 0.5
43100001793,0.0000,VLSHFO 0.1
43100001793,52.0000,LSHFO 0.5
43100001793,0.0000,LSMGO 0.5
43100001795,0.0000,VLSHFO 0.1
43100001795,48.0000,LSHFO 0.5
43100001795,0.0000,LSMGO 0.5
43100001799,0.0000,VLSHFO 0.1
43100001799,46.0000,LSHFO 0.5
43100001799,0.0000,LSMGO 0.5
43100001801,0.0000,VLSHFO 0.1
43100001801,50.0000,LSHFO 0.5
43100001801,0.0000,LSMGO 0.5
43100001803,0.0000,VLSHFO 0.1
43100001803,48.0000,LSHFO 0.5
43100001803,0.0000,LSMGO 0.5
43100001805,0.0000,VLSHFO 0.1
43100001805,50.0000,LSHFO 0.5
43100001805,0.0000,LSMGO 0.5
43100001807,0.0000,VLSHFO 0.1
43100001807,51.0000,LSHFO 0.5
43100001807,0.0000,LSMGO 0.5
43100001809,0.0000,VLSHFO 0.1
43100001809,48.0000,LSHFO 0.5
43100001809,0.0000,LSMGO 0.5
43100001811,0.0000,VLSHFO 0.1
43100001811,53.0000,LSHFO 0.5
43100001811,0.0000,LSMGO 0.5
43100001813,0.0000,VLSHFO 0.1
43100001813,48.0000,LSHFO 0.5
43100001813,0.0000,LSMGO 0.5
43100001815,0.0000,VLSHFO 0.1
43100001815,52.0000,LSHFO 0.5
43100001815,0.0000,LSMGO 0.5
43100001817,0.0000,VLSHFO 0.1
43100001817,51.0000,LSHFO 0.5
43100001817,0.0000,LSMGO 0.5
43100001821,0.0000,VLSHFO 0.1
43100001821,51.0000,LSHFO 0.5
43100001821,0.0000,LSMGO 0.5
43100001824,0.0000,VLSHFO 0.1
43100001824,52.0000,LSHFO 0.5
43100001824,0.0000,LSMGO 0.5
43100001826,0.0000,VLSHFO 0.1
43100001826,50.0000,LSHFO 0.5
43100001826,0.0000,LSMGO 0.5
43100001828,0.0000,VLSHFO 0.1
43100001828,45.0000,LSHFO 0.5
43100001828,0.0000,LSMGO 0.5
43100001830,0.0000,VLSHFO 0.1
43100001830,40.0000,LSHFO 0.5
43100001830,0.0000,LSMGO 0.5
43100001832,0.0000,VLSHFO 0.1
43100001832,42.0000,LSHFO 0.5
43100001832,0.0000,LSMGO 0.5
43100001834,0.0000,VLSHFO 0.1
43100001834,49.0000,LSHFO 0.5
43100001834,0.0000,LSMGO 0.5
43100001836,0.0000,VLSHFO 0.1
43100001836,49.0000,LSHFO 0.5
43100001836,0.0000,LSMGO 0.5
43100001838,0.0000,VLSHFO 0.1
43100001838,51.0000,LSHFO 0.5
43100001838,0.0000,LSMGO 0.5
43100001840,0.0000,VLSHFO 0.1
43100001840,48.0000,LSHFO 0.5
43100001840,0.0000,LSMGO 0.5
43100001842,0.0000,VLSHFO 0.1
43100001842,50.0000,LSHFO 0.5
43100001842,0.0000,LSMGO 0.5
43100001844,0.0000,VLSHFO 0.1
43100001844,46.0000,LSHFO 0.5
43100001844,0.0000,LSMGO 0.5
43100001846,0.0000,VLSHFO 0.1
43100001846,52.0000,LSHFO 0.5
43100001846,0.0000,LSMGO 0.5
43100001848,0.0000,VLSHFO 0.1
43100001848,50.0000,LSHFO 0.5
43100001848,0.0000,LSMGO 0.5
43100001850,0.0000,VLSHFO 0.1
43100001850,53.0000,LSHFO 0.5
43100001850,0.0000,LSMGO 0.5
43100001852,0.0000,VLSHFO 0.1
43100001852,54.0000,LSHFO 0.5
43100001852,0.0000,LSMGO 0.5
43100001854,0.0000,VLSHFO 0.1
43100001854,55.0000,LSHFO 0.5
43100001854,0.0000,LSMGO 0.5
43100001856,0.0000,VLSHFO 0.1
43100001856,14.0000,LSHFO 0.5
43100001856,0.0000,LSMGO 0.5
43100001862,0.0000,VLSHFO 0.1
43100001862,5.0000,LSHFO 0.5
43100001862,0.0000,LSMGO 0.5
43100001866,0.0000,VLSHFO 0.1
43100001866,0.0000,LSHFO 0.5
43100001866,0.0000,LSMGO 0.5
43100001870,0.0000,VLSHFO 0.1
43100001870,0.1000,LSHFO 0.5
43100001870,0.0000,LSMGO 0.5
43100001874,0.0000,VLSHFO 0.1
43100001874,19.0000,LSHFO 0.5
43100001874,0.0000,LSMGO 0.5
43100001876,0.0000,VLSHFO 0.1
43100001876,54.0000,LSHFO 0.5
43100001876,0.0000,LSMGO 0.5
43100001878,0.0000,VLSHFO 0.1
43100001878,54.0000,LSHFO 0.5
43100001878,0.0000,LSMGO 0.5
43100001880,0.0000,VLSHFO 0.1
43100001880,54.0000,LSHFO 0.5
43100001880,0.0000,LSMGO 0.5
43100001882,0.0000,VLSHFO 0.1
43100001882,55.0000,LSHFO 0.5
43100001882,0.0000,LSMGO 0.5
43100001884,0.0000,VLSHFO 0.1
43100001884,53.0000,LSHFO 0.5
43100001884,0.0000,LSMGO 0.5
43100001886,0.0000,VLSHFO 0.1
43100001886,47.0000,LSHFO 0.5
43100001886,0.0000,LSMGO 0.5
43100001888,0.0000,VLSHFO 0.1
43100001888,51.0000,LSHFO 0.5
43100001888,0.0000,LSMGO 0.5
43100001890,0.0000,VLSHFO 0.1
43100001890,53.0000,LSHFO 0.5
43100001890,0.0000,LSMGO 0.5
43100001893,6.0000,VLSHFO 0.1
43100001893,49.0000,LSHFO 0.5
43100001893,0.0000,LSMGO 0.5
43100001922,7.5000,VLSHFO 0.1
43100001922,0.0000,LSHFO 0.5
43100001922,0.0000,LSMGO 0.5
43100001929,0.1000,VLSHFO 0.1
43100001929,0.0000,LSHFO 0.5
43100001929,0.0000,LSMGO 0.5
43100001933,0.0000,VLSHFO 0.1
43100001933,0.0000,LSHFO 0.5
43100001933,0.0000,LSMGO 0.5
43100001935,0.0000,VLSHFO 0.1
43100001935,0.0000,LSHFO 0.5
43100001935,0.0000,LSMGO 0.5
43100001937,0.0000,VLSHFO 0.1
43100001937,0.0000,LSHFO 0.5
43100001937,0.0000,LSMGO 0.5
43100001941,3.0000,VLSHFO 0.1
43100001941,0.0000,LSHFO 0.5
43100001941,0.0000,LSMGO 0.5
43100001945,0.0000,VLSHFO 0.1
43100001945,0.0000,LSHFO 0.5
43100001945,0.0000,LSMGO 0.5
43100001949,1.2000,VLSHFO 0.1
43100001949,0.0000,LSHFO 0.5
43100001949,0.0000,LSMGO 0.5
43100001953,9.0000,VLSHFO 0.1
43100001953,5.0000,LSHFO 0.5
43100001953,0.0000,LSMGO 0.5
43100001955,0.0000,VLSHFO 0.1
43100001955,33.0000,LSHFO 0.5
43100001955,0.0000,LSMGO 0.5
43100001959,0.0000,VLSHFO 0.1
43100001959,0.0000,LSHFO 0.5
43100001959,0.0000,LSMGO 0.5
43100001961,0.0000,VLSHFO 0.1
43100001961,0.0000,LSHFO 0.5
43100001961,0.0000,LSMGO 0.5
43100001963,0.0000,VLSHFO 0.1
43100001963,0.0000,LSHFO 0.5
43100001963,0.0000,LSMGO 0.5
43100001967,0.0000,VLSHFO 0.1
43100001967,14.0000,LSHFO 0.5
43100001967,0.0000,LSMGO 0.5
43100001971,0.0000,VLSHFO 0.1
43100001971,0.0000,LSHFO 0.5
43100001971,0.0000,LSMGO 0.5
43100001973,0.0000,VLSHFO 0.1
43100001973,0.0000,LSHFO 0.5
43100001973,0.0000,LSMGO 0.5
43100001975,0.0000,VLSHFO 0.1
43100001975,0.0000,LSHFO 0.5
43100001975,0.0000,LSMGO 0.5
43100001977,0.0000,VLSHFO 0.1
43100001977,0.0000,LSHFO 0.5
43100001977,0.0000,LSMGO 0.5
43100001981,0.0000,VLSHFO 0.1
43100001981,30.0000,LSHFO 0.5
43100001981,0.0000,LSMGO 0.5
43100001983,0.0000,VLSHFO 0.1
43100001983,20.0000,LSHFO 0.5
43100001983,0.0000,LSMGO 0.5
43100001987,0.0000,VLSHFO 0.1
43100001987,0.0000,LSHFO 0.5
43100001987,0.0000,LSMGO 0.5
43100001991,0.0000,VLSHFO 0.1
43100001991,2.0000,LSHFO 0.5
43100001991,0.0000,LSMGO 0.5
43100001993,0.6000,VLSHFO 0.1
43100001993,0.0000,LSHFO 0.5
43100001993,0.0000,LSMGO 0.5
43100001999,10.1000,VLSHFO 0.1
43100001999,0.0000,LSHFO 0.5
43100001999,0.0000,LSMGO 0.5
43100002003,0.0000,VLSHFO 0.1
43100002003,0.0000,LSHFO 0.5
43100002003,0.0000,LSMGO 0.5
43100002007,0.2000,VLSHFO 0.1
43100002007,0.0000,LSHFO 0.5
43100002007,0.0000,LSMGO 0.5
43100002011,0.0000,VLSHFO 0.1
43100002011,0.0000,LSHFO 0.5
43100002011,0.0000,LSMGO 0.5
43100002016,2.0000,VLSHFO 0.1
43100002016,0.0000,LSHFO 0.5
43100002016,0.0000,LSMGO 0.5
43100002020,0.0000,VLSHFO 0.1
43100002020,0.0000,LSHFO 0.5
43100002020,0.0000,LSMGO 0.5
43100002022,0.0000,VLSHFO 0.1
43100002022,0.0000,LSHFO 0.5
43100002022,0.0000,LSMGO 0.5
43100002026,2.0000,VLSHFO 0.1
43100002026,0.0000,LSHFO 0.5
43100002026,0.0000,LSMGO 0.5
43100002030,0.0000,VLSHFO 0.1
43100002030,0.0000,LSHFO 0.5
43100002030,0.0000,LSMGO 0.5
43100002032,0.0000,VLSHFO 0.1
43100002032,0.0000,LSHFO 0.5
43100002032,0.0000,LSMGO 0.5
43100002034,0.0000,VLSHFO 0.1
43100002034,0.0000,LSHFO 0.5
43100002034,0.0000,LSMGO 0.5
43100002036,0.0000,VLSHFO 0.1
43100002036,0.0000,LSHFO 0.5
43100002036,0.0000,LSMGO 0.5
43100002038,0.0000,VLSHFO 0.1
43100002038,0.0000,LSHFO 0.5
43100002038,0.0000,LSMGO 0.5
43100002040,0.0000,VLSHFO 0.1
43100002040,0.0000,LSHFO 0.5
43100002040,0.0000,LSMGO 0.5
43100002042,0.0000,VLSHFO 0.1
43100002042,0.0000,LSHFO 0.5
43100002042,0.0000,LSMGO 0.5
43100002044,0.0000,VLSHFO 0.1
43100002044,0.0000,LSHFO 0.5
43100002044,0.0000,LSMGO 0.5
43100002046,0.0000,VLSHFO 0.1
43100002046,0.0000,LSHFO 0.5
43100002046,0.0000,LSMGO 0.5
43100002050,3.3000,VLSHFO 0.1
43100002050,0.0000,LSHFO 0.5
43100002050,0.0000,LSMGO 0.5
43100002054,3.8000,VLSHFO 0.1
43100002054,21.0000,LSHFO 0.5
43100002054,0.0000,LSMGO 0.5
43100002056,0.0000,VLSHFO 0.1
43100002056,43.0000,LSHFO 0.5
43100002056,0.0000,LSMGO 0.5
43100002058,0.0000,VLSHFO 0.1
43100002058,42.0000,LSHFO 0.5
43100002058,0.0000,LSMGO 0.5
43100002060,0.0000,VLSHFO 0.1
43100002060,35.0000,LSHFO 0.5
43100002060,0.0000,LSMGO 0.5
43100002062,0.0000,VLSHFO 0.1
43100002062,41.0000,LSHFO 0.5
43100002062,0.0000,LSMGO 0.5
43100002064,0.0000,VLSHFO 0.1
43100002064,41.0000,LSHFO 0.5
43100002064,0.0000,LSMGO 0.5
43100002067,0.0000,VLSHFO 0.1
43100002067,26.0000,LSHFO 0.5
43100002067,0.0000,LSMGO 0.5
43100002074,0.0000,VLSHFO 0.1
43100002074,2.0000,LSHFO 0.5
43100002074,0.0000,LSMGO 0.5
43100002079,0.0000,VLSHFO 0.1
43100002079,0.0000,LSHFO 0.5
43100002079,0.0000,LSMGO 0.5
43100002081,0.0000,VLSHFO 0.1
43100002081,0.0000,LSHFO 0.5
43100002081,0.0000,LSMGO 0.5
43100002083,0.0000,VLSHFO 0.1
43100002083,0.0000,LSHFO 0.5
43100002083,0.0000,LSMGO 0.5
43100002087,0.0000,VLSHFO 0.1
43100002087,2.0000,LSHFO 0.5
43100002087,0.0000,LSMGO 0.5
43100002091,0.0000,VLSHFO 0.1
43100002091,6.0000,LSHFO 0.5
43100002091,0.0000,LSMGO 0.5
43100002097,0.0000,VLSHFO 0.1
43100002097,0.5000,LSHFO 0.5
43100002097,0.0000,LSMGO 0.5
43100002101,0.0000,VLSHFO 0.1
43100002101,0.0000,LSHFO 0.5
43100002101,0.0000,LSMGO 0.5
43100002103,0.0000,VLSHFO 0.1
43100002103,0.0000,LSHFO 0.5
43100002103,0.0000,LSMGO 0.5
43100002107,0.0000,VLSHFO 0.1
43100002107,1.0000,LSHFO 0.5
43100002107,0.0000,LSMGO 0.5
43100002111,0.0000,VLSHFO 0.1
43100002111,8.0000,LSHFO 0.5
43100002111,0.0000,LSMGO 0.5
43100002117,0.0000,VLSHFO 0.1
43100002117,2.0000,LSHFO 0.5
43100002117,0.0000,LSMGO 0.5
43100002121,0.0000,VLSHFO 0.1
43100002121,0.0000,LSHFO 0.5
43100002121,0.0000,LSMGO 0.5
43100002125,0.0000,VLSHFO 0.1
43100002125,3.0000,LSHFO 0.5
43100002125,0.0000,LSMGO 0.5
43100002130,0.0000,VLSHFO 0.1
43100002130,3.0000,LSHFO 0.5
43100002130,0.0000,LSMGO 0.5
43100002138,0.0000,VLSHFO 0.1
43100002138,0.5000,LSHFO 0.5
43100002138,0.0000,LSMGO 0.5
43100002142,0.0000,VLSHFO 0.1
43100002142,0.0000,LSHFO 0.5
43100002142,0.0000,LSMGO 0.5
43100002150,0.0000,VLSHFO 0.1
43100002150,5.0000,LSHFO 0.5
43100002150,0.0000,LSMGO 0.5
43100002156,0.0000,VLSHFO 0.1
43100002156,3.0000,LSHFO 0.5
43100002156,0.0000,LSMGO 0.5
43100002160,0.0000,VLSHFO 0.1
43100002160,0.0000,LSHFO 0.5
43100002160,0.0000,LSMGO 0.5
43100002164,0.0000,VLSHFO 0.1
43100002164,1.0000,LSHFO 0.5
43100002164,0.0000,LSMGO 0.5
43100002168,0.0000,VLSHFO 0.1
43100002168,8.0000,LSHFO 0.5
43100002168,0.0000,LSMGO 0.5
43100002174,0.0000,VLSHFO 0.1
43100002174,1.0000,LSHFO 0.5
43100002174,0.0000,LSMGO 0.5
43100002178,0.0000,VLSHFO 0.1
43100002178,0.0000,LSHFO 0.5
43100002178,0.0000,LSMGO 0.5
43100002182,0.0000,VLSHFO 0.1
43100002182,3.0000,LSHFO 0.5
43100002182,0.0000,LSMGO 0.5
43100002186,0.0000,VLSHFO 0.1
43100002186,16.0000,LSHFO 0.5
43100002186,0.0000,LSMGO 0.5
43100002192,0.0000,VLSHFO 0.1
43100002192,3.0000,LSHFO 0.5
43100002192,0.0000,LSMGO 0.5
43100002196,0.0000,VLSHFO 0.1
43100002196,0.0000,LSHFO 0.5
43100002196,0.0000,LSMGO 0.5
43100002214,0.0000,VLSHFO 0.1
43100002214,3.0000,LSHFO 0.5
43100002214,0.0000,LSMGO 0.5
43100002220,0.0000,VLSHFO 0.1
43100002220,1.0000,LSHFO 0.5
43100002220,0.0000,LSMGO 0.5
43100002226,0.0000,VLSHFO 0.1
43100002226,1.0000,LSHFO 0.5
43100002226,0.0000,LSMGO 0.5
43100002230,0.0000,VLSHFO 0.1
43100002230,0.0000,LSHFO 0.5
43100002230,0.0000,LSMGO 0.5
43100002232,0.0000,VLSHFO 0.1
43100002232,0.0000,LSHFO 0.5
43100002232,0.0000,LSMGO 0.5
43100002234,0.0000,VLSHFO 0.1
43100002234,0.0000,LSHFO 0.5
43100002234,0.0000,LSMGO 0.5
43100002238,0.0000,VLSHFO 0.1
43100002238,5.0000,LSHFO 0.5
43100002238,0.0000,LSMGO 0.5
43100002245,0.0000,VLSHFO 0.1
43100002245,0.0000,LSHFO 0.5
43100002245,0.0000,LSMGO 0.5
43100002249,0.0000,VLSHFO 0.1
43100002249,4.0000,LSHFO 0.5
43100002249,0.0000,LSMGO 0.5
43100002253,0.0000,VLSHFO 0.1
43100002253,0.0000,LSHFO 0.5
43100002253,0.0000,LSMGO 0.5
43100002257,0.0000,VLSHFO 0.1
43100002257,1.0000,LSHFO 0.5
43100002257,0.0000,LSMGO 0.5
43100002261,0.0000,VLSHFO 0.1
43100002261,5.0000,LSHFO 0.5
43100002261,0.0000,LSMGO 0.5
43100002263,0.0000,VLSHFO 0.1
43100002263,47.0000,LSHFO 0.5
43100002263,0.0000,LSMGO 0.5
43100002265,0.0000,VLSHFO 0.1
43100002265,56.0000,LSHFO 0.5
43100002265,0.0000,LSMGO 0.5
43100002267,0.0000,VLSHFO 0.1
43100002267,56.0000,LSHFO 0.5
43100002267,0.0000,LSMGO 0.5
43100002269,0.0000,VLSHFO 0.1
43100002269,63.0000,LSHFO 0.5
43100002269,0.0000,LSMGO 0.5
43100002271,0.0000,VLSHFO 0.1
43100002271,40.0000,LSHFO 0.5
43100002271,0.0000,LSMGO 0.5
43100002273,0.0000,VLSHFO 0.1
43100002273,45.0000,LSHFO 0.5
43100002273,0.0000,LSMGO 0.5
43100002275,0.0000,VLSHFO 0.1
43100002275,56.0000,LSHFO 0.5
43100002275,0.0000,LSMGO 0.5
43100002277,0.0000,VLSHFO 0.1
43100002277,56.0000,LSHFO 0.5
43100002277,0.0000,LSMGO 0.5
43100002279,0.0000,VLSHFO 0.1
43100002279,58.0000,LSHFO 0.5
43100002279,0.0000,LSMGO 0.5
43100002281,0.0000,VLSHFO 0.1
43100002281,56.0000,LSHFO 0.5
43100002281,0.0000,LSMGO 0.5
43100002283,0.0000,VLSHFO 0.1
43100002283,50.0000,LSHFO 0.5
43100002283,0.0000,LSMGO 0.5
43100002290,0.0000,VLSHFO 0.1
43100002290,5.0000,LSHFO 0.5
43100002290,0.0000,LSMGO 0.5
43100002294,0.0000,VLSHFO 0.1
43100002294,2.0000,LSHFO 0.5
43100002294,0.0000,LSMGO 0.5
43100002296,0.0000,VLSHFO 0.1
43100002296,50.0000,LSHFO 0.5
43100002296,0.0000,LSMGO 0.5
43100002298,0.0000,VLSHFO 0.1
43100002298,56.0000,LSHFO 0.5
43100002298,0.0000,LSMGO 0.5
43100002301,0.0000,VLSHFO 0.1
43100002301,56.0000,LSHFO 0.5
43100002301,0.0000,LSMGO 0.5
43100002303,0.0000,VLSHFO 0.1
43100002303,60.0000,LSHFO 0.5
43100002303,0.0000,LSMGO 0.5
43100002305,0.0000,VLSHFO 0.1
43100002305,56.0000,LSHFO 0.5
43100002305,0.0000,LSMGO 0.5
